joint 0,joint 1,joint 2,joint 3
3.601737449013616,2.5209927594316097,2.5209927594316097,3.601737449013616
1.7957691686761377,1.1232941922279436,1.1232941922279436,1.7957691686761377
NA,NA,NA,NA
