joint 0,joint 1,joint 2,joint 3
2.630850091435731,1.762535074461485,1.762535074461485,2.630850091435731
1.7998010104218767,1.1233651620841796,1.1233651620841796,1.7998010104218767
NA,NA,NA,NA
